,Unnamed: 0,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years,exchange,industry,sector,share_volume,trade_volume,market_cap,highlow_today,highlow_52,previous_close,_pe,_yield,_eps,_annualized_dividend
981,981,PSA,36,09/11/2013,06/14/2022,2.9166666666666665,$2.00,21.42857142857143,1,2013,9,NYSE,Real Estate,Real Estate Investment Trusts,"878,145","820,671","55,149,437,030",$314.84/$307.53,$421.76/$292.32,$308.17,30.53,2.61%,$10.29,$8.00
982,982,NWBI,110,01/25/1995,05/04/2022,2.981818181818182,$0.20,391.3043478260869,3,1995,27,NASDAQ-GS,Finance,Major Banks,"2,543,614","919,789","1,632,030,635",$12.94/$12.50,$15.14/$12.04,$12.50,11.6,6.35%,$1.11,$0.80
983,983,EBMT,87,11/01/2000,05/12/2022,3.0,$0.125,42.85714285714283,3,2000,34,NASDAQ-GM,Finance,Savings Institutions,"3,417","7,158","159,077,062",$19.80/$19.56,$24.74/$18.69,$19.73,11.56,2.55%,$1.70,$0.50
984,984,DSGR,97,12/27/1988,06/29/2012,2.9072164948453607,$0.12,100.0,3,1988,34,NASDAQ-GS,Industrials,Industrial Machinery/Components,"72,614","37,501","1,064,063,848",$55.00/$50.60,$57.80/$33.92,$52.18,34.46,N/A,$1.57,N/A
985,985,GS,36,08/28/2013,05/31/2022,2.9166666666666665,$2.00,60.0,1,2013,9,NYSE,Finance,Investment Bankers/Brokers/Service,"3,984,332","3,391,601","103,978,513,856",$303.13/$290.00,$426.16/$278.15,$286.17,5.88,2.81%,$51.52,$8.00
986,986,IDCC,47,01/10/2011,07/12/2022,2.936170212765957,$0.35,1500.0,1,2011,11,NASDAQ-GS,Telecommunications,Telecommunications Equipment,"317,772","249,925","1,962,407,235",$64.06/$60.89,$75.77/$56.13,$61.75,29.43,2.25%,$2.16,$1.40
987,987,BWA,36,08/01/2013,05/31/2022,2.9166666666666665,$0.17,21.428571428571416,1,2013,9,NYSE,Consumer Discretionary,Auto Parts:O.E.M.,"2,103,565","3,015,161","8,550,426,825",$35.98/$34.85,$50.09/$32.58,$34.82,12.7,1.92%,$2.81,$0.68
988,988,UDR,37,07/08/2013,07/08/2022,2.918918918918919,$0.38,10.63829787234043,1,2013,9,NYSE,Real Estate,Real Estate Investment Trusts,"3,293,297","1,914,097","14,694,211,180",$46.26/$45.67,$61.06/$42.00,$45.70,90.49,3.42%,$0.51,$1.52
989,989,MDLZ,83,12/20/2001,06/29/2022,2.963855421686747,$0.35,20.0,3,2001,21,NASDAQ-GS,Consumer Staples,Meat/Poultry/Fish,"6,571,604","8,447,450","86,702,815,545",$62.71/$61.32,$69.47/$57.62,$61.04,21.09,2.32%,$2.97,$1.40
990,990,RMCF,67,08/28/2003,02/27/2020,2.955223880597015,$0.12,33.33333333333334,2,2003,0,NASDAQ-GM,Consumer Staples,Specialty Foods,"5,777","15,690","42,705,295",$7.31/$6.88,$10.36/$5.48,$7.14,0.0,N/A,$-0.06,N/A
991,991,HROWL,3,10/14/2021,04/13/2022,2.0,$0.5390625,0.0,0,2021,1,NASDAQ-GM,N/A,N/A,"31,677",N/A,N/A,$25.09/$24.60,$27.05/$22.24,$25.02,N/A,8.62%,N/A,$2.1563
992,992,APOG,99,10/24/1997,05/09/2022,3.0,$0.22,13.63636363636364,3,1997,34,NASDAQ-GS,N/A,N/A,"1,170,536","195,074","931,806,887",$42.32/$39.93,$50.45/$33.88,$39.96,60.84,2.32%,$0.69,$0.88
993,993,VERU,18,01/27/2010,04/28/2014,2.833333333333333,$0.07,20.0,0,2010,12,NASDAQ-CM,Health Care,Biotechnology: Pharmaceutical Preparations,"6,567,693","24,339,382","1,057,773,352",$14.07/$13.11,$17.50/$4.34,$13.29,0.0,N/A,$-0.34,N/A
994,994,CTVA,12,07/30/2019,05/12/2022,2.833333333333333,$0.14,7.692307692307708,1,2019,3,NYSE,Industrials,Major Chemicals,"8,329,524","4,667,550","38,761,372,000",$53.60/$51.22,$64.03/$40.60,$50.93,22.79,1.05%,$2.35,$0.56
995,995,GNTX,76,10/01/2003,07/07/2022,2.960526315789474,$0.12,14.285714285714278,2,2003,19,NASDAQ-GS,Consumer Discretionary,Auto Parts:O.E.M.,"1,973,358","1,086,152","6,691,468,308",$28.86/$28.04,$37.90/$26.16,$27.94,20.39,1.72%,$1.40,$0.48
996,996,GLBS,1,05/23/2012,05/23/2012,2.0,$0.085,-46.875,0,2012,12,NASDAQ-CM,Consumer Discretionary,Marine Transportation,"113,975","263,296","38,283,080",$1.92/$1.82,$5.68/$1.56,$1.82,1.24,N/A,$1.50,N/A
997,997,AGNCM,14,03/29/2019,06/30/2022,2.7857142857142856,$0.4296875,130.76664876476906,1,2019,3,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,"30,538",N/A,N/A,$20.87/$20.46,$26.50/$19.81,$20.80,N/A,8.26%,N/A,$1.7188
998,998,DE,37,06/26/2013,06/29/2022,2.918918918918919,$1.13,18.421052631578945,1,2013,9,NYSE,Industrials,Industrial Machinery/Components,"2,297,021","1,562,762","95,012,961,355",$313.86/$299.35,$446.76/$295.59,$297.51,16.22,1.32%,$19.17,$4.52
999,999,GLDD,21,11/15/2007,12/19/2012,2.9047619047619047,$0.25,1090.4761904761904,1,2007,15,NASDAQ-GS,Industrials,Oilfield Services/Equipment,"580,760","230,992","876,027,469",$13.34/$13.08,$16.27/$12.87,$13.14,17.0,N/A,$0.78,N/A
1000,1000,BPYPO,11,11/29/2019,05/31/2022,2.727272727272727,$0.3984375,0.0,1,2019,3,NASDAQ-GS,Finance,Real Estate,"3,216",N/A,N/A,$19.67/$19.37,$26.44/$19.22,$19.315,N/A,8.25%,N/A,$1.5938
1001,1001,ATO,36,08/22/2013,05/20/2022,2.9166666666666665,$0.68,9.523809523809504,1,2013,9,NYSE,Utilities,Oil/Gas Transmission,"723,378","887,223","15,185,999,911",$109.67/$107.41,$122.95/$85.80,$107.04,20.3,2.57%,$5.38,$2.72
1002,1002,FDUS,47,09/08/2011,06/09/2022,2.74468085106383,$0.43,875.0,1,2011,11,NASDAQ-GS,Finance,Finance/Investors Services,"109,962","121,615","434,496,972",$17.96/$17.54,$21.15/$16.09,$17.44,3.74,8.37%,$4.76,$1.44
1003,1003,RFIL,39,12/29/2010,03/30/2020,2.923076923076923,$0.02,900.0,1,2010,15,NASDAQ-GM,Technology,Electrical Products,"6,806","6,516","61,723,979",$6.20/$6.00,$9.63/$5.48,$6.03,32.11,N/A,$0.19,N/A
1004,1004,CFFI,98,03/19/1998,06/14/2022,2.9693877551020407,$0.40,12.5,3,1998,24,NASDAQ-GS,Finance,Major Banks,"2,069","2,752","162,227,780",$45.98/$45.64,$55.00/$45.01,$45.91,6.03,3.55%,$7.61,$1.60
1005,1005,LVS,27,09/18/2013,03/17/2020,2.888888888888889,$0.79,42.85714285714286,1,2013,9,NYSE,Consumer Discretionary,Hotels/Resorts,"14,518,427","6,226,456","25,544,169,319",$33.55/$32.09,$53.83/$28.88,$31.58,13.87,N/A,$2.41,N/A
1006,1006,STRT,26,12/11/2013,03/12/2020,3.0,$0.14,9.090909090909092,1,2013,15,NASDAQ-GM,Consumer Discretionary,Auto Parts:O.E.M.,"4,434","13,184","132,300,874",$34.30/$33.00,$46.65/$29.50,$32.61,13.63,N/A,$2.45,N/A
1007,1007,PAHC,32,08/29/2014,05/31/2022,2.90625,$0.12,20.0,1,2014,8,NASDAQ-GM,N/A,N/A,"358,987","83,991","822,223,242",$20.33/$19.06,$31.00/$17.28,$18.96,14.0,2.66%,$1.45,$0.48
1008,1008,GPP,27,11/04/2015,05/05/2022,2.888888888888889,$0.445,262.5,1,2015,7,NASDAQ-GM,N/A,N/A,"28,587",N/A,"269,673,051",$11.72/$11.34,$16.02/$11.05,$11.30,6.83,15.48%,$1.70,$1.78
1009,1009,FE,36,08/05/2013,05/05/2022,2.9166666666666665,$0.39,5.555555555555557,1,2013,9,NYSE,Utilities,Electric Utilities: Central,"4,496,179","8,179,245","21,290,063,975",$37.67/$36.92,$48.85/$35.32,$36.96,16.65,4.31%,$2.24,$1.56
1010,1010,REFI,2,03/30/2022,06/29/2022,1.5,$0.47,17.5,0,2022,0,NASDAQ-GM,Real Estate,Real Estate Investment Trusts,"162,997","58,807","276,876,076",$16.18/$15.51,$20.29/$14.78,$16.05,N/A,10.01%,N/A,$1.88
1011,1011,PAYX,35,10/30/2013,05/11/2022,3.0285714285714285,$0.79,19.69696969696969,1,2013,34,NASDAQ-GS,Consumer Discretionary,Business Services,"2,321,663","1,810,850","44,199,358,935",$122.44/$117.95,$141.92/$103.34,$117.31,32.65,2.73%,$3.75,$3.16
1012,1012,ABBV,36,07/11/2013,04/13/2022,2.9166666666666665,$1.41,35.21126760563382,1,2013,9,NYSE,Health Care,Other Pharmaceuticals,"8,527,824","7,233,543","269,201,550,044",$152.74/$149.62,$175.91/$105.56,$149.45,21.86,3.82%,$6.97,$5.64
1013,1013,COLB,71,11/08/2004,05/03/2022,3.0,$0.30,200.0,2,2004,19,NASDAQ-GS,Finance,Major Banks,"1,143,915","824,415","2,295,484,728",$29.35/$27.73,$40.78/$26.97,$27.61,10.43,4.24%,$2.80,$1.20
1014,1014,BMRC,69,08/17/2005,05/05/2022,2.9130434782608696,$0.24,12900.0,2,2005,17,NASDAQ-CM,Finance,Major Banks,"85,490","47,739","520,868,181",$33.02/$32.47,$39.65/$30.05,$32.26,13.97,2.93%,$2.33,$0.96
1015,1015,ZIONO,37,05/29/2013,05/31/2022,2.918918918918919,$0.39375,1.1108571428571423,1,2013,9,NASDAQ-GM,Finance,Major Banks,"4,321",N/A,N/A,$25.21/$25.06,$29.66/$25.02,$25.127,N/A,6.27%,N/A,$1.575
1016,1016,SBLK,4,08/20/2021,06/02/2022,3.25,$1.65,133.33333333333334,0,2021,14,NASDAQ-GS,Consumer Discretionary,Marine Transportation,"3,313,590","2,879,111","2,491,261,656",$25.34/$24.18,$33.99/$16.56,$25.11,3.04,27.47%,$7.97,$6.60
1017,1017,XPER,41,05/22/2012,05/27/2022,2.926829268292683,$0.05,520.0,1,2012,10,NASDAQ-GS,Technology,Semiconductors,"852,696","487,912","1,541,589,504",$14.86/$14.56,$22.66/$13.39,$14.48,0.0,1.41%,$-0.34,$0.20
1018,1018,CBAN,21,05/31/2017,05/05/2022,3.0,$0.1075,100.0,1,2017,24,NASDAQ-GM,Finance,Major Banks,"1,990,999","80,974","259,398,412",$15.69/$14.75,$19.59/$15.30,$15.39,9.77,2.72%,$1.51,$0.43
1019,1019,AMP,36,08/01/2013,05/06/2022,2.9166666666666665,$1.25,15.517241379310349,1,2013,9,NYSE,Finance,Investment Managers,"954,671","809,789","27,398,089,814",$249.36/$237.78,$332.37/$233.16,$239.56,9.57,2.07%,$26.04,$5.00
1020,1020,GM,25,03/14/2014,03/05/2020,2.88,$0.38,20.0,1,2014,8,NYSE,Consumer Discretionary,Auto Manufacturing,"18,401,621","14,785,564","50,775,949,078",$35.00/$33.06,$67.21/$30.65,$32.99,5.77,N/A,$6.03,N/A
1021,1021,LECO,87,12/27/2000,06/29/2022,2.9655172413793105,$0.56,26.08695652173911,3,2000,27,NASDAQ-GS,Industrials,Industrial Machinery/Components,"497,631","285,240","7,373,818,036",$125.80/$122.49,$148.54/$120.35,$121.77,22.83,1.8%,$5.51,$2.24
1022,1022,HCSG,75,10/29/2003,05/19/2022,2.986666666666667,$0.2125,16.666666666666686,2,2003,33,NASDAQ-GS,Health Care,Assisted Living Services,"964,536","880,641","1,268,236,680",$17.15/$16.50,$32.95/$14.75,$16.59,38.93,5.12%,$0.44,$0.85
1023,1023,CPZ,30,12/30/2019,06/10/2022,1.0,$0.14,160.66350710900474,1,2019,3,NASDAQ-GS,Finance,"Trusts, Except Educational, Religious, and Charitable","87,510","57,462","318,630,509",$16.46/$15.78,$21.35/$15.81,$16.18,N/A,10.38%,N/A,$1.68
1024,1024,MU,3,09/30/2021,04/08/2022,2.333333333333333,$0.10,0.0,0,2021,1,NASDAQ-GS,Technology,Semiconductors,"15,647,556","17,860,304","65,258,011,123",$59.00/$57.13,$98.45/$53.60,$56.22,7.35,0.71%,$7.95,$0.40
1025,1025,KMB,36,09/04/2013,06/09/2022,2.9166666666666665,$1.16,6.542056074766336,1,2013,9,NYSE,Consumer Discretionary,Paper,"2,431,622","1,501,369","45,303,001,789",$134.79/$132.11,$145.79/$117.32,$132.08,25.91,3.64%,$5.19,$4.64
1026,1026,HBANM,5,08/12/2021,08/12/2022,2.4,$0.35625,0.0,0,2021,1,NASDAQ-GS,Finance,Major Banks,"13,536",N/A,N/A,$24.00/$23.80,$26.97/$22.61,$23.805,N/A,5.99%,N/A,$1.425
1027,1027,COFS,10,03/12/2020,06/14/2022,2.7,$0.25,13.63636363636364,1,2020,2,NASDAQ-CM,Finance,Major Banks,"3,012","7,277","146,648,206",$19.89/$19.55,$29.38/$19.42,$19.60,6.99,5.01%,$2.80,$1.00
1028,1028,WDFC,137,10/04/1988,07/14/2022,2.956204379562044,$0.78,77.77777777777777,4,1988,34,NASDAQ-GS,Industrials,Industrial Specialties,"190,235","83,577","2,805,965,292",$208.00/$202.71,$279.98/$170.01,$204.98,42.09,1.62%,$4.88,$3.12
1029,1029,AMSF,41,03/12/2013,06/16/2022,2.707317073170732,$0.31,2000.0,1,2013,9,NASDAQ-GS,Finance,Accident &Health Insurance,"457,902","99,738","990,171,628",$51.38/$49.18,$64.90/$44.06,$49.74,15.58,2.51%,$3.29,$1.24
1030,1030,GDEN,1,06/28/2016,06/28/2016,0.0,$1.71,0.0,0,2016,6,NASDAQ-GM,Consumer Discretionary,Hotels/Resorts,"497,957","272,742","1,214,282,447",$42.29/$40.31,$59.96/$39.27,$40.12,7.13,N/A,$5.88,N/A
1031,1031,BNTX,1,06/02/2022,06/02/2022,0.0,$2.111,0.0,0,2022,0,NASDAQ-GS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"1,020,193","1,252,749","32,574,295,713",$134.29/$129.22,$464.00/$117.08,$132.29,2.33,N/A,$57.45,N/A
1032,1032,FCNCO,2,02/25/2022,05/27/2022,1.5,$0.351563,0.0,0,2022,0,NASDAQ-GS,Finance,Major Banks,"12,698",N/A,N/A,$22.50/$22.10,$27.85/$21.37,$22.2187,N/A,6.33%,N/A,$1.4063
1033,1033,KEY,36,08/23/2013,05/27/2022,2.9166666666666665,$0.195,41.666666666666686,1,2013,9,NYSE,Finance,Major Banks,"14,867,438","10,277,199","16,625,955,594",$17.93/$17.01,$27.17/$16.69,$17.00,7.22,4.48%,$2.47,$0.78
1034,1034,BIOL,6,08/12/2004,06/24/2005,1.6666666666666667,$0.01,0.0,0,2004,18,NASDAQ-CM,Health Care,Medical/Dental Instruments,"26,929","64,340","27,968,347",$4.64/$4.23,$23.48/$3.30,$4.22,0.0,N/A,$-2.06,N/A
1035,1035,EBAY,14,02/28/2019,05/31/2022,2.7857142857142856,$0.22,22.22222222222223,1,2019,3,NASDAQ-GS,Consumer Discretionary,Catalog/Specialty Distribution,"20,444,440","7,414,265","25,567,990,305",$45.78/$43.22,$81.19/$40.52,$42.97,2.68,2.04%,$17.05,$0.88
1036,1036,MGI,14,09/14/2004,12/12/2007,2.7857142857142856,$0.05,300.0,0,2004,18,NASDAQ-GS,Consumer Discretionary,Business Services,"1,592,553","2,346,077","974,335,981",$10.24/$10.09,$12.36/$5.06,$10.15,0.0,N/A,$-0.20,N/A
1037,1037,CPB,37,07/03/2013,07/06/2022,2.918918918918919,$0.37,12.179487179487182,1,2013,9,NYSE,Consumer Staples,Packaged Foods,"3,771,821","2,229,549","14,559,882,839",$48.52/$47.02,$51.94/$39.76,$47.40,15.48,3.15%,$3.13,$1.48
1038,1038,PAA,72,07/30/2004,04/28/2022,3.0,$0.2175,20.833333333333343,2,2004,22,NASDAQ-GS,Energy,Oil & Gas Production,"5,561,080",N/A,"6,970,468,326",$10.01/$9.70,$12.10/$8.64,$9.59,43.13,8.91%,$0.23,$0.87
1039,1039,OLED,22,03/13/2017,06/15/2022,2.863636363636364,$0.30,100.0,1,2017,5,NASDAQ-GS,Technology,Semiconductors,"569,135","445,489","5,366,852,777",$114.15/$108.91,$237.00/$103.15,$107.99,29.68,1.12%,$3.83,$1.20
1040,1040,STT,36,09/27/2013,06/30/2022,2.9166666666666665,$0.57,15.384615384615389,1,2013,9,NYSE,Finance,Investment Managers,"2,467,426","2,263,355","24,328,724,967",$66.48/$63.25,$104.87/$61.29,$62.89,8.98,3.6%,$7.38,$2.28
1041,1041,CINF,106,09/11/1996,06/16/2022,2.943396226415094,$0.69,12.359550561797748,3,1996,34,NASDAQ-GS,Finance,Property-Casualty Insurers,"1,721,043","601,563","18,681,386,276",$117.12/$113.82,$143.22/$108.88,$113.58,9.25,2.39%,$12.59,$2.76
1042,1042,ARKO,2,03/14/2022,05/27/2022,1.0,$0.02,0.0,0,2022,0,NASDAQ-CM,Energy,Oil Refining/Marketing,"690,456","377,899","1,037,915,906",$8.60/$8.21,$10.98/$7.32,$8.35,16.02,0.96%,$0.53,$0.08
1043,1043,ARE,37,06/26/2013,06/29/2022,2.918918918918919,$1.18,4.651162790697683,1,2013,9,NYSE,Real Estate,Real Estate Investment Trusts,"1,857,328","906,555","23,426,665,618",$144.07/$138.79,$224.95/$130.00,$137.95,51.44,3.45%,$2.79,$4.72
1044,1044,DCOM,94,12/23/1998,04/14/2022,2.978723404255319,$0.24,215.0,3,1998,24,NASDAQ-GS,Finance,Savings Institutions,"266,697","179,163","1,180,058,600",$30.58/$29.68,$38.35/$28.36,$29.64,8.06,3.21%,$3.73,$0.96
1045,1045,FCBC,53,07/09/2009,05/05/2022,2.962264150943396,$0.27,166.66666666666669,1,2009,24,NASDAQ-GS,Finance,Major Banks,"126,348","34,216","490,848,549",$29.58/$28.37,$36.73/$26.51,$28.49,10.98,3.77%,$2.67,$1.08
1046,1046,RF,36,09/11/2013,06/02/2022,2.9166666666666665,$0.17,66.66666666666669,1,2013,9,NYSE,Finance,Major Banks,"11,636,012","9,237,588","18,213,398,510",$19.66/$18.48,$25.57/$18.02,$18.42,8.12,3.57%,$2.40,$0.68
1047,1047,WAB,36,08/14/2013,05/19/2022,2.9166666666666665,$0.15,50.0,1,2013,9,NYSE,Industrials,Railroads,"1,088,808","1,226,265","15,534,183,143",$85.30/$82.10,$100.05/$77.61,$80.76,26.83,0.72%,$3.17,$0.60
1048,1048,SFNC,116,09/09/1993,06/14/2022,3.0,$0.19,20.0,3,1993,34,NASDAQ-GS,Finance,Major Banks,"1,381,524","782,663","2,818,210,727",$21.95/$21.10,$32.76/$20.78,$21.12,8.88,3.52%,$2.43,$0.76
1049,1049,RBB,13,05/01/2019,04/29/2022,2.923076923076923,$0.14,50.0,1,2019,5,NASDAQ-GS,Finance,Commercial Banks,"179,080","55,042","401,299,723",$21.35/$20.75,$29.09/$19.50,$20.62,7.04,2.68%,$2.97,$0.56
1050,1050,NOC,37,05/23/2013,05/27/2022,2.918918918918919,$1.73,14.754098360655746,1,2013,9,NYSE,Technology,Security Systems Services,"807,831","838,914","72,079,662,411",$464.41/$455.60,$492.30/$344.89,$456.24,12.78,1.51%,$36.29,$6.92
1051,1051,SPFI,12,07/23/2019,04/29/2022,2.75,$0.11,66.66666666666669,1,2019,3,NASDAQ-GS,Finance,Major Banks,"112,019","20,088","435,883,496",$25.19/$23.78,$29.89/$22.06,$23.69,7.9,1.85%,$3.13,$0.44
1052,1052,NATH,16,09/07/2018,06/16/2022,3.0,$0.45,40.0,1,2018,7,NASDAQ-GS,Consumer Discretionary,Restaurants,"341,156","15,159","238,061,659",$58.62/$54.53,$73.89/$45.50,$55.94,17.53,3.38%,$3.30,$1.80
1053,1053,NWFL,87,01/11/2001,07/14/2022,3.0,$0.28,17.647058823529406,3,2001,23,NASDAQ-GM,Finance,Major Banks,"31,511","10,152","192,285,633",$24.48/$23.00,$29.00/$23.48,$24.02,7.26,4.65%,$3.23,$1.12
1054,1054,BAX,36,09/04/2013,06/02/2022,2.9166666666666665,$0.29,23.076923076923062,1,2013,9,NYSE,Health Care,Medical/Dental Instruments,"4,080,348","3,087,870","33,625,645,117",$67.03/$63.75,$89.70/$63.25,$65.08,31.95,1.79%,$2.09,$1.16
1055,1055,XOM,37,08/09/2013,05/12/2022,2.8378378378378377,$0.88,9.523809523809518,1,2013,9,NYSE,Energy,Oil & Gas Production,"26,638,991","24,580,956","366,127,515,282",$88.40/$85.81,$105.57/$52.10,$85.21,14.41,4.01%,$6.03,$3.52
1056,1056,BHFAM,2,03/09/2022,06/09/2022,1.5,$0.2890625,0.0,0,2022,0,NASDAQ-GS,Finance,Life Insurance,"44,159",N/A,N/A,$17.22/$16.93,$26.24/$16.46,$17.02,N/A,6.79%,N/A,$1.1563
1057,1057,JAKK,8,09/13/2011,06/12/2013,2.625,$0.07,0.0,0,2011,11,NASDAQ-GS,Consumer Discretionary,Recreational Games/Products/Toys,"44,551","64,474","124,641,478",$13.18/$12.53,$16.91/$7.50,$12.39,18.84,N/A,$0.69,N/A
1058,1058,TRIN,6,03/30/2021,06/29/2022,2.5,$0.57,52.7777777777778,0,2021,1,NASDAQ-GS,Finance,Finance/Investors Services,"243,849","167,018","583,798,315",$15.42/$14.83,$20.26/$14.05,$14.91,4.54,10.92%,$3.37,$1.68
1059,1059,HCKT,8,09/24/2020,06/23/2022,3.0,$0.11,10.0,1,2020,10,NASDAQ-GS,Technology,Retail: Computer Software & Peripheral Equipment,"251,859","150,697","605,482,980",$19.21/$18.51,$24.78/$16.92,$18.46,13.66,2.4%,$1.40,$0.44
1060,1060,FDBC,19,11/17/2017,05/19/2022,2.8421052631578947,$0.33,10.0,1,2017,5,NASDAQ-GM,Finance,Major Banks,"453,987","17,610","224,212,274",$44.42/$38.00,$59.65/$34.20,$39.69,8.48,3.31%,$4.67,$1.32
1061,1061,GECCO,10,09/14/2021,12/14/2023,2.7,$0.371267,1.1236326382233417,0,2021,1,NASDAQ-GM,N/A,N/A,739,N/A,N/A,$24.48/$24.21,$26.09/$22.49,$24.52,N/A,5.92%,N/A,$1.4524
1062,1062,III,4,09/03/2021,06/02/2022,3.0,$0.04,33.33333333333334,0,2021,7,NASDAQ-GM,Technology,EDP Services,"7,714,445","357,601","304,574,603",$6.43/$5.95,$9.70/$5.37,$5.97,18.62,2.67%,$0.34,$0.16
1063,1063,ICMB,35,03/20/2014,06/16/2022,2.8285714285714287,$0.15,86.25827814569536,1,2014,8,NASDAQ-GS,Finance,Finance/Investors Services,"11,974","28,446","57,974,810",$4.13/$4.00,$6.58/$3.70,$4.0312,0.0,15.26%,$-0.39,$0.60
1064,1064,UNH,36,09/11/2013,06/16/2022,2.9166666666666665,$1.65,33.928571428571416,1,2013,9,NYSE,Health Care,Medical Specialities,"15,861,102","2,988,379","464,995,373,311",$499.76/$486.56,$553.29/$383.12,$499.81,27.13,1.35%,$18.27,$6.60
1065,1065,PLPC,36,09/27/2013,06/30/2022,3.0,$0.20,0.0,1,2013,24,NASDAQ-GS,Industrials,Telecommunications Equipment,"70,857","14,791","317,845,648",$64.69/$60.95,$78.00/$54.97,$61.10,7.82,1.3%,$8.23,$0.80
1066,1066,JNPR,32,08/28/2014,05/31/2022,2.90625,$0.21,80.0,1,2014,8,NYSE,Technology,Computer peripheral equipment,"3,661,443","3,242,046","9,418,232,134",$29.20/$28.49,$38.14/$26.12,$28.22,28.3,2.98%,$1.03,$0.84
1067,1067,VC,1,01/25/2016,01/25/2016,0.0,$43.40,0.0,0,2016,6,NASDAQ-GS,Consumer Discretionary,Auto Parts:O.E.M.,"553,792","342,449","3,037,420,130",$108.27/$104.39,$134.57/$88.82,$105.13,65.48,N/A,$1.65,N/A
1068,1068,NRG,36,07/30/2013,04/29/2022,2.9166666666666665,$0.35,900.0,1,2013,9,NYSE,Utilities,Electric Utilities: Central,"5,475,512","2,315,763","9,092,706,019",$38.40/$37.55,$47.82/$34.70,$37.76,2.33,3.84%,$16.43,$1.40
1069,1069,MSFT,72,11/15/2004,08/17/2022,3.0,$0.62,3750.0,2,2004,0,NASDAQ-GS,Technology,Computer Software: Prepackaged Software,"33,923,231","32,947,281","2,002,137,170,240",$267.98/$261.72,$349.67/$241.51,$258.86,27.94,0.98%,$9.58,$2.48
1070,1070,AHPI,2,03/27/1996,06/26/1996,3.0,$0.07,0.0,0,1996,29,NASDAQ-CM,Health Care,Industrial Specialties,"55,287","49,962","7,184,231",$1.85/$1.75,$16.41/$1.65,$1.78,0.0,N/A,$-0.47,N/A
1071,1071,CENX,25,09/16/1996,09/18/2002,2.88,$0.05,0.0,1,1996,26,NASDAQ-GS,Industrials,Aluminum,"6,198,990","2,590,853","731,677,520",$8.08/$7.08,$30.36/$6.93,$7.11,0.0,N/A,$-0.20,N/A
1072,1072,DGICA,63,10/30/2006,04/29/2022,3.0,$0.165,16.66666666666667,2,2006,21,NASDAQ-GS,Finance,Property-Casualty Insurers,"302,769","84,487","530,674,342",$17.01/$16.21,$16.50/$13.09,$16.24,18.56,4.09%,$0.91,$0.66
1073,1073,MPWR,32,09/26/2014,06/29/2022,3.0,$0.75,50.0,1,2014,10,NASDAQ-GS,Technology,Semiconductors,"682,905","477,304","19,562,540,630",$420.78/$406.74,$580.00/$351.21,$399.65,72.81,0.75%,$5.76,$3.00
1074,1074,AAL,23,07/31/2014,02/04/2020,2.9130434782608696,$0.10,0.0,1,2014,8,NASDAQ-GS,Consumer Discretionary,Air Freight/Delivery Services,"41,326,586","36,984,185","9,028,256,387",$13.96/$12.89,$22.50/$11.93,$12.98,0.0,N/A,$-3.68,N/A
1075,1075,GILT,1,01/08/2021,01/08/2021,2.0,$0.63,75.0,0,2021,3,NASDAQ-GS,Technology,Radio And Television Broadcasting And Communications Equipment,"166,047","235,150","348,048,488",$6.20/$6.05,$10.68/$5.62,$6.00,N/A,N/A,N/A,N/A
1076,1076,TTWO,1,09/25/2008,09/25/2008,0.0,$0.0001,0.0,1,2008,14,NASDAQ-GS,Technology,Computer Software: Prepackaged Software,"4,585,775","3,196,149","21,662,449,547",$134.17/$130.60,$195.82/$101.85,$130.05,37.32,N/A,$3.58,N/A
1077,1077,HIHO,2,11/01/2021,03/07/2022,3.0,$0.05,0.0,0,2021,25,NASDAQ-CM,Industrials,Industrial Machinery/Components,"1,544","4,972","9,135,198",$2.30/$2.25,$5.07/$1.95,$2.22,38.33,9.09%,$0.06,$0.20
1078,1078,HBAN,133,12/06/1988,06/16/2022,2.9774436090225564,$0.155,300.0,4,1988,34,NASDAQ-GS,Finance,Major Banks,"14,079,050","13,624,465","18,004,074,984",$12.52/$11.96,$17.79/$11.72,$11.94,10.69,5.09%,$1.17,$0.62
1079,1079,HAS,89,10/30/2000,07/29/2022,2.932584269662921,$0.70,100.0,3,2000,22,NASDAQ-GS,Consumer Discretionary,Recreational Games/Products/Toys,"1,208,421","1,130,508","11,955,791,976",$85.92/$83.60,$105.73/$78.32,$83.06,31.87,3.4%,$2.69,$2.80
1080,1080,EMN,36,09/11/2013,06/14/2022,2.9166666666666665,$0.76,16.66666666666667,1,2013,9,NYSE,Industrials,Major Chemicals,"1,789,523","1,058,712","11,915,174,459",$92.54/$86.95,$129.47/$85.94,$86.40,15.13,3.41%,$6.11,$3.04
1081,1081,LEN,37,07/08/2013,07/06/2022,2.918918918918919,$0.375,212.5,1,2013,9,NYSE,Real Estate,Building operators,"3,721,992","3,083,988","21,254,610,302",$72.68/$70.58,$117.54/$62.54,$70.71,4.92,2.22%,$14.61,$1.50
